employee_id,name,branch_id,role,hire_date,salary,hire_year,hire_month,hire_day,salarys
1124,Linda Miller,126,Teller,2000-12-30,117872,2000,12,30,False
1125,Linda Singh,55,Loan Officer,2020-06-07,82596,2020,6,7,False
1126,Amit Smith,22,Customer Service,2011-04-20,175765,2011,4,20,False
1127,Susan Rao,4,Teller,2019-02-08,84468,2019,2,8,False
1128,Robert Rao,35,Loan Officer,2014-12-02,178950,2014,12,2,False
1129,Sarah Sharma,138,Customer Service,2022-04-05,93481,2022,4,5,False
1130,Neha Menon,83,Teller,2025-05-04,31442,2025,5,4,False
1131,Susan Desai,150,Loan Officer,2015-04-21,33580,2015,4,21,False
1132,Ajay Johnson,33,Teller,2008-12-13,175995,2008,12,13,False
1133,Sanjay Miller,53,Teller,2010-09-30,108228,2010,9,30,False
1134,Rohan Miller,25,Loan Officer,2020-12-23,86920,2020,12,23,False
1135,Kiran Desai,60,Compliance Officer,2010-11-04,151329,2010,11,4,False
1136,Sarah Nair,85,Compliance Officer,2013-03-17,121806,2013,3,17,False
1137,Jennifer Kumar,122,Compliance Officer,2004-12-05,128406,2004,12,5,False
1138,Mary Bose,56,Loan Officer,2025-02-28,132188,2025,2,28,False
1139,Kiran Malhotra,116,Teller,2016-07-16,58159,2016,7,16,False
1140,Ajay Williams,94,Teller,2008-05-23,41416,2008,5,23,False
1141,Pooja Jones,44,Teller,2014-11-14,138661,2014,11,14,False
1142,Robert Verma,137,Teller,2010-03-12,31314,2010,3,12,False
1143,Richard Sharma,66,Teller,2003-12-08,137357,2003,12,8,False
1144,Mary Chopra,23,Loan Officer,2022-03-26,47749,2022,3,26,False
1145,John Jones,145,Teller,2022-07-05,67905,2022,7,5,False
1146,David Verma,138,Teller,2021-03-21,135579,2021,3,21,False
1147,Amit Davis,8,Customer Service,2009-05-13,122676,2009,5,13,False
1148,John Garcia,136,Loan Officer,2006-07-08,146793,2006,7,8,False
1149,Meera Garcia,143,Relationship Manager,2001-04-06,120864,2001,4,6,False
1150,Charles Garcia,125,Teller,2018-08-04,35273,2018,8,4,False
1151,David Reddy,39,Branch Manager,2008-05-01,155647,2008,5,1,False
1152,Rohan Gupta,95,Teller,2022-02-08,60793,2022,2,8,False
1153,Divya Patel,81,Loan Officer,2003-04-04,48682,2003,4,4,False
1154,Richard Iyer,94,Teller,2003-07-26,161537,2003,7,26,False
1155,Mary Chopra,93,Teller,2012-01-17,57615,2012,1,17,False
1156,John Chatterjee,96,Customer Service,2024-04-21,109482,2024,4,21,False
1157,Ritu Nair,78,Teller,2016-09-14,101867,2016,9,14,False
1158,Robert Kapoor,104,Teller,2022-03-30,144965,2022,3,30,False
1159,Neha Chopra,79,Relationship Manager,2015-02-21,34710,2015,2,21,False
1160,Jessica Singh,3,Teller,2020-12-21,44217,2020,12,21,False
1161,Sanjay Jones,6,Customer Service,2021-08-28,91170,2021,8,28,False
1162,John Menon,144,Branch Manager,2021-11-06,99935,2021,11,6,False
1163,Anjali Jones,137,Teller,2010-06-18,147809,2010,6,18,False
1164,Kavya Gupta,88,Loan Officer,2009-09-14,120071,2009,9,14,False
1165,Charles Kapoor,27,Teller,2025-01-11,50604,2025,1,11,False
1166,William Gupta,118,Customer Service,2019-03-24,176789,2019,3,24,False
1167,Meera Davis,22,Teller,2023-04-25,97912,2023,4,25,False
1168,Richard Joshi,57,Teller,2023-08-12,174617,2023,8,12,False
1169,Anita Williams,50,Teller,2018-11-15,178444,2018,11,15,False
1170,Thomas Davis,2,Relationship Manager,2004-07-08,35854,2004,7,8,False
1171,Elizabeth Menon,122,Customer Service,2014-05-29,104899,2014,5,29,False
1172,Sarah Kumar,77,Relationship Manager,2018-08-03,92149,2018,8,3,False
1173,Michael Williams,48,Customer Service,2019-05-05,103745,2019,5,5,False
1174,James Chopra,77,Customer Service,2024-05-03,75110,2024,5,3,False
1175,Barbara Menon,1,Loan Officer,2008-04-23,112936,2008,4,23,False
1176,Robert Williams,66,Relationship Manager,2007-09-10,102813,2007,9,10,False
1177,Sarah Gupta,78,Branch Manager,2024-08-21,56272,2024,8,21,False
1178,Suresh Iyer,51,Loan Officer,2025-01-23,71853,2025,1,23,False
1179,Michael Brown,125,Customer Service,2004-07-27,50368,2004,7,27,False
1180,James Miller,38,Branch Manager,2009-08-13,156227,2009,8,13,False
1181,Robert Garcia,21,Teller,2024-02-05,130957,2024,2,5,False
1182,Anita Garcia,80,Loan Officer,2005-01-28,86904,2005,1,28,False
1183,Barbara Gupta,134,Teller,2019-11-27,88156,2019,11,27,False
1184,Anita Patel,57,Relationship Manager,2002-11-08,40023,2002,11,8,False
1185,Mary Davis,7,Loan Officer,2004-07-13,72065,2004,7,13,False
1186,Susan Rodriguez,146,Relationship Manager,2019-12-13,168512,2019,12,13,False
1187,Thomas Garcia,67,Loan Officer,2015-06-10,32771,2015,6,10,False
1188,Sarah Malhotra,26,Customer Service,2021-10-08,50210,2021,10,8,False
1189,Priya Miller,93,Teller,2007-10-22,156599,2007,10,22,False
1190,Divya Joshi,48,Relationship Manager,2015-06-19,107089,2015,6,19,False
1191,Karen Reddy,141,Loan Officer,2018-10-21,32913,2018,10,21,False
1192,Ritu Bose,45,Teller,2008-06-09,102444,2008,6,9,False
1193,Rohan Kapoor,83,Teller,2011-05-25,141997,2011,5,25,False
1194,David Davis,82,Teller,2013-10-09,80450,2013,10,9,False
1195,Elizabeth Mehta,37,Loan Officer,2021-12-04,86062,2021,12,4,False
1196,Susan Rodriguez,75,Customer Service,2010-01-02,123960,2010,1,2,False
1197,Sneha Brown,17,Relationship Manager,2016-12-24,119000,2016,12,24,False
1198,Elizabeth Davis,97,Customer Service,2023-12-10,165242,2023,12,10,False
1199,Deepak Rodriguez,114,Branch Manager,2019-05-18,65647,2019,5,18,False
1200,Karen Jones,143,Loan Officer,2025-02-16,69962,2025,2,16,False
1201,Suresh Smith,49,Relationship Manager,2014-10-30,51620,2014,10,30,False
1202,Kavya Pillai,43,Relationship Manager,2007-03-02,129067,2007,3,2,False
1203,Susan Nair,83,Teller,2025-03-13,109074,2025,3,13,False
1204,Elizabeth Gupta,104,Compliance Officer,2016-05-19,80736,2016,5,19,False
1205,Pooja Joshi,149,Loan Officer,2006-02-19,133733,2006,2,19,False
1206,Susan Miller,4,Relationship Manager,2008-01-23,85256,2008,1,23,False
1207,David Gupta,36,Compliance Officer,2006-08-31,57714,2006,8,31,False
1208,Kiran Chatterjee,40,Customer Service,2021-03-09,110056,2021,3,9,False
1209,Karen Mehta,39,Teller,2002-05-09,94326,2002,5,9,False
1210,Mary Verma,70,Customer Service,2018-10-21,89620,2018,10,21,False
1211,Anita Davis,131,Teller,2014-01-29,95587,2014,1,29,False
1212,Charles Johnson,5,Customer Service,2001-11-13,166958,2001,11,13,False
1213,Suresh Williams,123,Teller,2015-08-03,60828,2015,8,3,False
1214,Rahul Jones,93,Customer Service,2019-02-21,69923,2019,2,21,False
1215,Linda Malhotra,93,Relationship Manager,2018-06-14,113887,2018,6,14,False
1216,Michael Kapoor,102,Teller,2008-07-10,35098,2008,7,10,False
1217,Sneha Patel,18,Loan Officer,2004-02-29,50182,2004,2,29,False
1218,Mary Malhotra,113,Customer Service,2000-04-23,114083,2000,4,23,False
1219,Susan Jones,38,Loan Officer,2009-02-19,105481,2009,2,19,False
1220,Jennifer Miller,78,Teller,2016-01-25,127228,2016,1,25,False
1221,James Verma,102,Teller,2000-12-15,45241,2000,12,15,False
1222,Deepak Joshi,91,Loan Officer,2025-05-19,157789,2025,5,19,False
1223,Patricia Mehta,49,Customer Service,2014-11-22,101802,2014,11,22,False
1224,James Chatterjee,60,Customer Service,2007-06-27,51564,2007,6,27,False
1225,Kiran Davis,72,Teller,2024-06-14,75363,2024,6,14,False
1226,Linda Chatterjee,7,Loan Officer,2004-09-03,62573,2004,9,3,False
1227,Manoj Williams,109,Loan Officer,2007-02-28,96741,2007,2,28,False
1228,Mary Miller,15,Teller,2009-08-26,99346,2009,8,26,False
1229,Michael Nair,69,Customer Service,2010-10-24,93929,2010,10,24,False
1230,Robert Johnson,99,Teller,2025-04-14,98073,2025,4,14,False
1231,Kavya Chatterjee,13,Branch Manager,2006-05-18,166005,2006,5,18,False
1232,Vikram Desai,150,Relationship Manager,2024-09-22,173790,2024,9,22,False
1233,Karen Reddy,57,Branch Manager,2008-10-25,102470,2008,10,25,False
1234,Elizabeth Martinez,3,Customer Service,2007-04-01,174379,2007,4,1,False
1235,Patricia Williams,99,Teller,2016-03-21,152411,2016,3,21,False
1236,Amit Mehta,84,Teller,2017-08-19,152633,2017,8,19,False
1237,Elizabeth Reddy,97,Teller,2008-10-07,62299,2008,10,7,False
1238,Sneha Chopra,113,Customer Service,2003-05-29,94640,2003,5,29,False
1239,Kavya Mehta,72,Relationship Manager,2010-01-24,81516,2010,1,24,False
1240,Ritu Brown,125,Teller,2013-09-25,42660,2013,9,25,False
1241,Anita Brown,56,Teller,2001-01-06,39413,2001,1,6,False
1242,James Malhotra,82,Teller,2001-12-31,122609,2001,12,31,False
1243,Barbara Jones,24,Customer Service,2023-05-01,91953,2023,5,1,False
1244,Ritu Pillai,93,Customer Service,2000-11-28,153509,2000,11,28,False
1245,Rohan Brown,40,Customer Service,2010-05-05,129642,2010,5,5,False
1246,Vikram Kumar,105,Relationship Manager,2019-06-01,40946,2019,6,1,False
1247,Charles Menon,121,Teller,2008-05-04,155401,2008,5,4,False
1248,Michael Patel,129,Customer Service,2012-07-28,103406,2012,7,28,False
1249,Anjali Johnson,140,Customer Service,2002-03-13,114019,2002,3,13,False
1250,Sanjay Desai,19,Teller,2020-03-10,174784,2020,3,10,False
1251,Meera Garcia,21,Relationship Manager,2016-02-13,125291,2016,2,13,False
1252,Suresh Nair,139,Teller,2021-08-23,31387,2021,8,23,False
1253,Barbara Menon,58,Customer Service,2021-12-14,54944,2021,12,14,False
1254,David Chopra,4,Customer Service,2008-11-30,92804,2008,11,30,False
1255,David Johnson,44,Relationship Manager,2001-01-17,33655,2001,1,17,False
1256,Deepak Bose,126,Branch Manager,2008-10-20,53455,2008,10,20,False
1257,Priya Jones,54,Teller,2003-09-10,148336,2003,9,10,False
1258,Charles Chopra,12,Relationship Manager,2013-07-21,49703,2013,7,21,False
1259,Ajay Mehta,109,Customer Service,2003-09-20,53389,2003,9,20,False
1260,Sneha Rodriguez,30,Branch Manager,2023-06-07,104711,2023,6,7,False
1261,Deepak Gupta,53,Customer Service,2015-04-22,41857,2015,4,22,False
1262,Meera Brown,1,Teller,2006-06-06,66863,2006,6,6,False
1263,Patricia Menon,91,Customer Service,2023-05-31,170509,2023,5,31,False
1264,Joseph Davis,67,Relationship Manager,2011-02-15,123983,2011,2,15,False
1265,Pooja Martinez,131,Teller,2003-09-22,174455,2003,9,22,False
1266,Manoj Nair,51,Loan Officer,2008-09-26,81846,2008,9,26,False
1267,Michael Singh,31,Compliance Officer,2019-06-19,121671,2019,6,19,False
1268,Susan Nair,25,Customer Service,2006-08-28,64261,2006,8,28,False
1269,Priya Nair,31,Relationship Manager,2007-03-10,85552,2007,3,10,False
1270,Divya Rao,68,Loan Officer,2006-04-09,54547,2006,4,9,False
1271,Robert Chatterjee,14,Compliance Officer,2011-05-12,154652,2011,5,12,False
1272,Sneha Verma,61,Teller,2004-02-01,55975,2004,2,1,False
1273,Richard Bose,129,Branch Manager,2010-04-14,59117,2010,4,14,False
1274,William Malhotra,116,Loan Officer,2009-02-03,98498,2009,2,3,False
1275,Rohan Pillai,96,Customer Service,2007-02-12,93267,2007,2,12,False
1276,Thomas Joshi,134,Relationship Manager,2019-09-17,75703,2019,9,17,False
1277,Neha Malhotra,118,Customer Service,2008-06-06,82266,2008,6,6,False
1278,Susan Davis,98,Customer Service,2017-08-31,72843,2017,8,31,False
1279,Manoj Malhotra,130,Loan Officer,2018-04-22,166730,2018,4,22,False
1280,Patricia Chopra,19,Branch Manager,2016-12-03,116216,2016,12,3,False
1281,Suresh Rodriguez,123,Branch Manager,2006-11-05,167806,2006,11,5,False
1282,Mary Singh,45,Teller,2021-01-29,177995,2021,1,29,False
1283,Pooja Davis,110,Branch Manager,2006-01-04,126934,2006,1,4,False
1284,Joseph Nair,137,Relationship Manager,2007-01-16,153500,2007,1,16,False
1285,Jessica Malhotra,75,Customer Service,2022-03-28,44832,2022,3,28,False
1286,James Garcia,14,Customer Service,2008-08-19,172311,2008,8,19,False
1287,Kavya Sharma,56,Loan Officer,2017-09-18,101293,2017,9,18,False
1288,Michael Malhotra,62,Branch Manager,2015-08-12,136442,2015,8,12,False
1289,Arjun Patel,141,Teller,2022-01-29,65289,2022,1,29,False
1290,Rahul Pillai,142,Loan Officer,2018-01-04,42516,2018,1,4,False
1291,Ritu Smith,86,Loan Officer,2014-10-20,162507,2014,10,20,False
1292,Rahul Kumar,143,Teller,2021-07-30,96316,2021,7,30,False
1293,Richard Bose,66,Teller,2007-07-30,49037,2007,7,30,False
1294,Pooja Joshi,62,Customer Service,2009-07-29,128088,2009,7,29,False
1295,Manoj Jones,126,Loan Officer,2001-10-06,36255,2001,10,6,False
1296,Susan Menon,101,Loan Officer,2017-09-30,96471,2017,9,30,False
1297,Jennifer Verma,79,Teller,2018-05-21,135073,2018,5,21,False
1298,Anjali Sharma,69,Branch Manager,2019-01-11,137503,2019,1,11,False
1299,Michael Sharma,106,Loan Officer,2003-03-28,96899,2003,3,28,False
1300,Sneha Kapoor,114,Loan Officer,2016-12-06,84234,2016,12,6,False
1301,Elizabeth Kapoor,74,Customer Service,2019-05-26,155431,2019,5,26,False
1302,Jennifer Iyer,5,Teller,2005-03-06,56079,2005,3,6,False
1303,Sanjay Williams,16,Relationship Manager,2023-03-18,39343,2023,3,18,False
1304,Jennifer Menon,22,Teller,2010-07-17,51840,2010,7,17,False
1305,Arjun Miller,70,Loan Officer,2019-02-21,149763,2019,2,21,False
1306,Kavya Williams,93,Teller,2013-06-24,99425,2013,6,24,False
1307,John Rao,121,Branch Manager,2016-09-18,33674,2016,9,18,False
1308,Linda Gupta,35,Teller,2015-12-03,53653,2015,12,3,False
1309,Divya Mehta,118,Relationship Manager,2016-07-17,32266,2016,7,17,False
1310,Anita Desai,100,Loan Officer,2019-10-22,151793,2019,10,22,False
1311,Robert Williams,8,Customer Service,2022-12-26,98119,2022,12,26,False
1312,Meera Rodriguez,53,Teller,2007-07-07,38345,2007,7,7,False
1313,David Nair,46,Teller,2015-12-16,61636,2015,12,16,False
1314,James Malhotra,133,Loan Officer,2015-02-20,121701,2015,2,20,False
1315,Deepak Mehta,139,Branch Manager,2008-04-30,118245,2008,4,30,False
1316,James Verma,123,Loan Officer,2009-03-30,152531,2009,3,30,False
1317,Priya Mehta,80,Compliance Officer,2007-04-20,31924,2007,4,20,False
1318,Meera Menon,74,Customer Service,2020-10-25,38548,2020,10,25,False
1319,Amit Iyer,47,Compliance Officer,2010-07-23,33379,2010,7,23,False
1320,Amit Desai,116,Teller,2016-05-19,87897,2016,5,19,False
1321,Jessica Malhotra,13,Customer Service,2000-10-16,138526,2000,10,16,False
1322,Jennifer Martinez,41,Customer Service,2001-12-18,128776,2001,12,18,False
1323,Amit Davis,21,Customer Service,2003-08-12,59945,2003,8,12,False
1324,Anjali Malhotra,75,Compliance Officer,2020-03-23,127900,2020,3,23,False
1325,Patricia Miller,45,Customer Service,2022-11-17,127775,2022,11,17,False
1326,Anjali Sharma,30,Relationship Manager,2012-03-26,57091,2012,3,26,False
1327,Sarah Davis,57,Customer Service,2022-06-24,141988,2022,6,24,False
1328,Rohan Mehta,130,Teller,2010-11-09,92188,2010,11,9,False
1329,Michael Rodriguez,84,Customer Service,2024-03-10,37018,2024,3,10,False
1330,Vikram Kapoor,124,Loan Officer,2006-01-10,87368,2006,1,10,False
1331,Linda Pillai,138,Relationship Manager,2010-11-15,145002,2010,11,15,False
1332,Barbara Bose,136,Relationship Manager,2009-11-19,133824,2009,11,19,False
1333,Rahul Pillai,53,Teller,2019-12-05,68800,2019,12,5,False
1334,John Smith,132,Teller,2001-02-09,143049,2001,2,9,False
1335,Charles Patel,137,Teller,2008-01-09,87210,2008,1,9,False
1336,Sneha Miller,144,Loan Officer,2015-02-24,97956,2015,2,24,False
1337,Jennifer Joshi,53,Teller,2003-09-11,41169,2003,9,11,False
1338,Richard Kumar,35,Customer Service,2012-06-15,179554,2012,6,15,False
1339,Joseph Martinez,88,Customer Service,2025-05-04,155471,2025,5,4,False
1340,Arjun Reddy,140,Relationship Manager,2020-12-02,57629,2020,12,2,False
1341,Meera Mehta,136,Teller,2000-10-07,113230,2000,10,7,False
1342,Ritu Iyer,86,Branch Manager,2015-01-15,146614,2015,1,15,False
1343,Linda Iyer,23,Teller,2015-03-08,104709,2015,3,8,False
1344,James Johnson,64,Relationship Manager,2001-09-25,60041,2001,9,25,False
1345,John Patel,108,Teller,2016-07-10,175220,2016,7,10,False
1346,Sneha Sharma,85,Teller,2013-03-29,68858,2013,3,29,False
1347,Michael Bose,52,Teller,2017-04-30,78844,2017,4,30,False
1348,Elizabeth Chatterjee,52,Relationship Manager,2007-07-24,84486,2007,7,24,False
1349,Ritu Chopra,9,Teller,2006-06-30,163398,2006,6,30,False
1350,Suresh Smith,44,Customer Service,2018-09-14,104001,2018,9,14,False
1351,Ritu Chatterjee,101,Customer Service,2018-05-04,137392,2018,5,4,False
1352,David Verma,37,Customer Service,2005-07-01,164984,2005,7,1,False
1353,Vikram Gupta,150,Teller,2014-11-26,169136,2014,11,26,False
1354,Vikram Pillai,13,Teller,2021-01-25,158177,2021,1,25,False
1355,Linda Desai,89,Loan Officer,2005-02-16,165985,2005,2,16,False
1356,Priya Johnson,75,Teller,2005-07-27,172130,2005,7,27,False
1357,Rohan Sharma,125,Customer Service,2020-07-12,178636,2020,7,12,False
1358,Thomas Chopra,134,Loan Officer,2017-09-15,125750,2017,9,15,False
1359,Pooja Reddy,82,Loan Officer,2022-12-06,48014,2022,12,6,False
1360,Arjun Davis,95,Teller,2019-11-29,45223,2019,11,29,False
1361,Rohan Nair,105,Customer Service,2024-03-24,148994,2024,3,24,False
1362,Rahul Chatterjee,79,Teller,2004-10-19,76053,2004,10,19,False
1363,Sanjay Miller,28,Customer Service,2006-11-29,150283,2006,11,29,False
1364,Amit Chopra,65,Teller,2006-01-18,170079,2006,1,18,False
1365,David Chopra,37,Compliance Officer,2001-05-29,125944,2001,5,29,False
1366,Sanjay Desai,70,Customer Service,2019-10-20,144173,2019,10,20,False
1367,Rahul Rodriguez,93,Teller,2016-10-26,70386,2016,10,26,False
1368,Meera Miller,32,Teller,2002-03-09,94049,2002,3,9,False
1369,Michael Reddy,38,Teller,2005-01-13,174702,2005,1,13,False
1370,Sarah Nair,124,Teller,2004-11-05,152161,2004,11,5,False
1371,Deepak Gupta,57,Teller,2010-03-29,59072,2010,3,29,False
1372,Rohan Malhotra,30,Relationship Manager,2011-07-30,170320,2011,7,30,False
1373,Kiran Malhotra,107,Customer Service,2007-05-06,103935,2007,5,6,False
1374,James Davis,108,Teller,2023-08-22,156267,2023,8,22,False
1375,Mary Malhotra,124,Customer Service,2005-05-29,107266,2005,5,29,False
1376,Divya Miller,114,Teller,2014-04-12,119791,2014,4,12,False
1377,Joseph Gupta,149,Compliance Officer,2011-02-17,52598,2011,2,17,False
1378,Rohan Smith,87,Teller,2009-11-07,79476,2009,11,7,False
1379,Sarah Sharma,44,Customer Service,2020-12-26,137824,2020,12,26,False
1380,Thomas Pillai,130,Customer Service,2024-11-12,156043,2024,11,12,False
1381,Kiran Patel,40,Teller,2000-02-24,41507,2000,2,24,False
1382,Patricia Kumar,44,Teller,2011-10-14,39683,2011,10,14,False
1383,Sanjay Brown,125,Loan Officer,2003-01-11,133350,2003,1,11,False
1384,Anjali Kapoor,133,Relationship Manager,2011-01-09,95958,2011,1,9,False
1385,Neha Verma,51,Branch Manager,2015-09-06,156989,2015,9,6,False
1386,Thomas Chopra,110,Customer Service,2010-06-18,38369,2010,6,18,False
1387,Michael Joshi,139,Customer Service,2007-11-09,81108,2007,11,9,False
1388,Arjun Nair,120,Relationship Manager,2007-12-07,33386,2007,12,7,False
1389,Karen Brown,1,Loan Officer,2007-08-15,135831,2007,8,15,False
1390,Michael Iyer,100,Branch Manager,2008-04-11,158393,2008,4,11,False
1391,Joseph Brown,26,Customer Service,2009-07-03,51829,2009,7,3,False
1392,Ajay Patel,127,Teller,2017-06-25,77243,2017,6,25,False
1393,David Johnson,11,Relationship Manager,2002-06-10,156584,2002,6,10,False
1394,Linda Kapoor,149,Teller,2001-01-14,34297,2001,1,14,False
1395,Arjun Martinez,27,Teller,2013-02-17,172708,2013,2,17,False
1396,William Miller,64,Relationship Manager,2017-04-30,162822,2017,4,30,False
1397,Deepak Smith,36,Teller,2006-07-29,51209,2006,7,29,False
1398,Suresh Desai,123,Teller,2005-02-10,49117,2005,2,10,False
1399,Meera Chatterjee,60,Teller,2015-11-17,133162,2015,11,17,False
1400,Deepak Bose,112,Branch Manager,2009-10-06,29534,2009,10,6,False
1401,Elizabeth Johnson,11,Relationship Manager,2018-09-15,104886,2018,9,15,False
1402,William Sharma,68,Teller,2003-09-22,38019,2003,9,22,False
1403,Joseph Menon,137,Teller,2014-01-18,108787,2014,1,18,False
1404,Karen Rao,140,Loan Officer,2009-12-22,81230,2009,12,22,False
1405,Anjali Brown,32,Compliance Officer,2018-07-15,135386,2018,7,15,False
1406,Pooja Jones,60,Teller,2012-11-11,161867,2012,11,11,False
1407,Neha Davis,62,Compliance Officer,2009-01-05,102288,2009,1,5,False
1408,Anjali Menon,85,Relationship Manager,2004-01-22,125548,2004,1,22,False
1409,Neha Garcia,81,Teller,2004-02-25,119249,2004,2,25,False
1410,Jessica Joshi,16,Relationship Manager,2019-03-18,177708,2019,3,18,False
1411,Thomas Singh,115,Customer Service,2005-10-03,63096,2005,10,3,False
1412,Rohan Joshi,34,Branch Manager,2012-10-08,64318,2012,10,8,False
1413,Patricia Bose,48,Loan Officer,2020-10-16,85533,2020,10,16,False
1414,Pooja Martinez,127,Relationship Manager,2022-10-26,139977,2022,10,26,False
1415,Neha Bose,104,Customer Service,2006-10-20,159516,2006,10,20,False
1416,Rahul Garcia,60,Customer Service,2019-09-09,70267,2019,9,9,False
1417,Rohan Rodriguez,137,Compliance Officer,2008-06-01,44705,2008,6,1,False
1418,Divya Miller,60,Loan Officer,2015-02-01,120514,2015,2,1,False
1419,Kiran Brown,85,Relationship Manager,2004-10-18,118831,2004,10,18,False
1420,Amit Williams,37,Relationship Manager,2017-10-22,84965,2017,10,22,False
1421,Charles Garcia,28,Teller,2018-06-26,56011,2018,6,26,False
1422,Robert Brown,74,Teller,2007-08-11,157180,2007,8,11,False
1423,Sanjay Verma,85,Loan Officer,2011-11-28,156674,2011,11,28,False
1424,Deepak Williams,121,Relationship Manager,2008-06-28,141624,2008,6,28,False
1425,Kavya Johnson,59,Teller,2000-10-17,116014,2000,10,17,False
1426,Suresh Menon,135,Customer Service,2003-03-27,67736,2003,3,27,False
1427,Suresh Williams,92,Teller,2024-05-25,89263,2024,5,25,False
1428,Divya Williams,11,Loan Officer,2011-08-04,38401,2011,8,4,False
1429,Anita Smith,111,Customer Service,2003-10-03,65973,2003,10,3,False
1430,Robert Brown,87,Teller,2001-02-14,96466,2001,2,14,False
1431,James Nair,59,Relationship Manager,2008-12-24,94400,2008,12,24,False
1432,William Bose,71,Teller,2024-12-23,40217,2024,12,23,False
1433,Sarah Chopra,46,Relationship Manager,2009-10-12,173557,2009,10,12,False
1434,Pooja Rao,93,Teller,2012-06-09,68772,2012,6,9,False
1435,Charles Williams,86,Compliance Officer,2019-06-01,105399,2019,6,1,False
1436,James Malhotra,68,Customer Service,2019-12-18,98718,2019,12,18,False
1437,William Johnson,43,Teller,2000-09-18,99362,2000,9,18,False
1438,Meera Mehta,60,Teller,2000-02-26,156444,2000,2,26,False
1439,Meera Gupta,75,Teller,2023-06-12,141433,2023,6,12,False
1440,Jessica Desai,71,Customer Service,2023-09-13,159880,2023,9,13,False
1441,Manoj Martinez,47,Relationship Manager,2016-06-01,85615,2016,6,1,False
1442,Rahul Kapoor,88,Loan Officer,2023-06-24,68303,2023,6,24,False
1443,Kiran Patel,34,Loan Officer,2024-02-28,92968,2024,2,28,False
1444,Anjali Nair,76,Customer Service,2007-07-14,113346,2007,7,14,False
1445,Vikram Pillai,19,Branch Manager,2020-10-09,79216,2020,10,9,False
1446,Thomas Kumar,71,Customer Service,2016-06-04,97928,2016,6,4,False
1447,Vikram Gupta,118,Loan Officer,2023-08-01,50939,2023,8,1,False
1448,Susan Patel,123,Customer Service,2003-09-23,116744,2003,9,23,False
1449,Joseph Kumar,105,Compliance Officer,2000-08-15,136499,2000,8,15,False
1450,Sneha Sharma,112,Loan Officer,2009-01-29,108127,2009,1,29,False
1451,Amit Garcia,10,Teller,2000-04-15,160700,2000,4,15,False
1452,Amit Iyer,52,Teller,2011-04-04,179343,2011,4,4,False
1453,Jessica Williams,99,Customer Service,2020-08-12,165650,2020,8,12,False
1454,Thomas Garcia,121,Teller,2008-01-20,42132,2008,1,20,False
1455,James Gupta,88,Relationship Manager,2010-11-07,161882,2010,11,7,False
1456,Sneha Malhotra,129,Customer Service,2009-05-03,78723,2009,5,3,False
1457,Amit Malhotra,41,Branch Manager,2018-08-06,96671,2018,8,6,False
1458,Kiran Davis,24,Customer Service,2006-10-07,90620,2006,10,7,False
1459,Anita Gupta,13,Teller,2002-05-02,71178,2002,5,2,False
1460,Karen Jones,88,Relationship Manager,2012-11-16,161338,2012,11,16,False
1461,John Chopra,100,Teller,2021-02-03,124964,2021,2,3,False
1462,William Davis,43,Customer Service,2012-02-16,174979,2012,2,16,False
1463,Susan Malhotra,118,Relationship Manager,2005-03-10,173115,2005,3,10,False
1464,Jessica Chatterjee,111,Customer Service,2001-03-03,91803,2001,3,3,False
1465,Joseph Singh,55,Relationship Manager,2023-12-28,138511,2023,12,28,False
1466,Thomas Martinez,36,Loan Officer,2019-05-02,104359,2019,5,2,False
1467,Sanjay Pillai,112,Relationship Manager,2003-12-14,103216,2003,12,14,False
1468,Jennifer Singh,101,Customer Service,2001-11-17,140425,2001,11,17,False
1469,Susan Kapoor,26,Customer Service,2003-04-14,132698,2003,4,14,False
1470,Michael Chatterjee,39,Teller,2009-07-27,166585,2009,7,27,False
1471,Richard Desai,73,Teller,2020-08-19,145425,2020,8,19,False
1472,Kavya Williams,77,Customer Service,2004-01-24,122565,2004,1,24,False
1473,Mary Desai,25,Teller,2020-10-22,167728,2020,10,22,False
1474,Susan Chopra,143,Customer Service,2000-01-18,43562,2000,1,18,False
1475,James Miller,59,Relationship Manager,2018-10-10,144008,2018,10,10,False
1476,Ajay Martinez,58,Relationship Manager,2007-03-06,87627,2007,3,6,False
1477,Rahul Chopra,10,Teller,2024-05-30,93844,2024,5,30,False
1478,Elizabeth Miller,132,Relationship Manager,2012-02-04,146814,2012,2,4,False
1479,William Patel,36,Teller,2006-11-16,69588,2006,11,16,False
1480,Robert Singh,149,Loan Officer,2006-03-05,162312,2006,3,5,False
1481,Karen Kapoor,75,Relationship Manager,2010-03-30,103982,2010,3,30,False
1482,Pooja Joshi,132,Teller,2008-12-11,81048,2008,12,11,False
1483,Amit Brown,27,Teller,2018-09-12,77883,2018,9,12,False
1484,Anjali Rodriguez,25,Teller,2013-08-28,91980,2013,8,28,False
1485,Joseph Menon,121,Branch Manager,2016-11-14,171300,2016,11,14,False
1486,Barbara Rao,123,Relationship Manager,2011-04-29,43601,2011,4,29,False
1487,Karen Davis,82,Teller,2001-08-17,105210,2001,8,17,False
1488,William Rodriguez,5,Teller,2000-02-24,154920,2000,2,24,False
1489,Meera Sharma,142,Customer Service,2000-12-29,99752,2000,12,29,False
